"","Geneid","gene_symbol","CO_4hr_APAP_24hr_1.nTPM","CO_4hr_APAP_24hr_2.nTPM","CO_24hr_3.nTPM","CO_24hr_2.nTPM","CO_24hr_1.nTPM","Control_24hr_3.nTPM","Control_24hr_2.nTPM","Control_24hr_1.nTPM","CO_4hr_APAP_4hr_3.nTPM","CO_4hr_APAP_4hr_2.nTPM","CO_4hr_APAP_4hr_1.nTPM","CO_8hr_APAP_8hr_3.nTPM","CO_8hr_APAP_8hr_2.nTPM","CO_8hr_APAP_8hr_1.nTPM","CO_4hr_3.nTPM","CO_4hr_2.nTPM","CO_4hr_1.nTPM","APAP_4hr_3.nTPM","APAP_4hr_2.nTPM","APAP_4hr_1.nTPM","Control_3.nTPM","Control_2.nTPM","Control_1.nTPM","groupTest_CO_4hr_APAP_24hr_vs_Control.padj","groupTest_CO_4hr_APAP_24hr_vs_Control.significance","groupTest_CO_24hr_vs_Control.padj","groupTest_CO_24hr_vs_Control.significance","groupTest_Control_24hr_vs_Control.padj","groupTest_Control_24hr_vs_Control.significance","groupTest_CO_4hr_APAP_4hr_vs_Control.padj","groupTest_CO_4hr_APAP_4hr_vs_Control.significance","groupTest_CO_8hr_APAP_8hr_vs_Control.padj","groupTest_CO_8hr_APAP_8hr_vs_Control.significance","groupTest_CO_4hr_vs_Control.padj","groupTest_CO_4hr_vs_Control.significance","groupTest_APAP_4hr_vs_Control.padj","groupTest_APAP_4hr_vs_Control.significance","interactionTest_co_time_4hr_vs_0hr.padj","interactionTest_co_time_4hr_vs_0hr.significance","interactionTest_apap_time_4hr_vs_0hr.padj","interactionTest_apap_time_4hr_vs_0hr.significance","interactionTest_co_time4hr.apap_time4hr.padj","interactionTest_co_time4hr.apap_time4hr.significance"
"8463","ENSG00000143819.13","EPHX1",117.113951703388,115.915823079491,52.0626392756165,39.624137056431,66.9656004158807,49.9961189096249,36.909268896807,64.155425113109,17.4904379234091,19.6431438217329,35.6770739184618,19.0566597601465,20.4291265396102,41.9141807423244,12.6268444164226,16.3584537641377,9.48952836357977,40.185126075727,51.3171991424967,24.7198889133641,20.7344269838663,29.7946612116764,16.8241753036593,0.000118003381427561,"upregulated",0.0651310568405366,"not significant",0.115634062255337,"not significant",0.97129616560081,"not significant",0.932599653949821,"not significant",0.840618524184011,"not significant",0.835619362801103,"not significant",0.809162076414247,"not significant",0.809154864168189,"not significant",0.998529711206311,"not significant"
"7382","ENSG00000136950.13","ARPC5L",108.378287974415,131.405173191828,27.6199881278699,40.835405415519,23.575756376795,54.9964457242798,46.4029468621605,59.9408638794197,71.9931168746092,40.8015701345615,40.1234654381496,41.4702789804345,52.2383140370022,43.112064431755,50.6958317656429,39.7379271733539,40.1931359979305,59.2936762537386,56.6634773140307,67.7751788141758,31.6708090302756,44.8653608459719,29.4258651262406,0.000118003381427561,"upregulated",0.863275625661668,"not significant",0.39699748101694,"not significant",0.548655229320442,"not significant",0.795551580074195,"not significant",0.999863879244581,"not significant",0.258629197434838,"not significant",0.971897477164533,"not significant",0.350390851052084,"not significant",0.959702025484304,"not significant"
"31836","ENSG00000234327.11","ZNF232-AS1",92.1368109185666,39.2836595745186,0,10.681798975032,4.93359108819909,7.19303471571209,9.05219196979287,6.96863966544729,4.93956441075687,6.51230742583763,0,7.06372952816365,0.910972824782725,0.959772897474602,5.34901798108051,13.8596248502502,7.42150092900999,10.5922953354866,3.3879164709343,6.98127079773638,3.19402692193418,3.9857984091712,3.42100926875743,0.000128526072803503,"upregulated",0.804519014647813,"not significant",NA,"not significant",0.990430879984412,"not significant",0.959571562505997,"not significant",0.955518071858229,"not significant",0.999546838479163,"not significant",0.895151079518774,"not significant",0.960142463741731,"not significant",0.856690799833191,"not significant"
"6881","ENSG00000134333.15","LDHA",292.890084030032,101.462790162285,227.855891619479,258.8130638983,165.653785715299,121.103284524172,176.414397084451,122.391648229823,430.58340935234,421.126613502595,436.622887700168,400.507408896377,414.891656430797,479.258785541684,470.113267345473,524.170001587127,536.183663896553,433.168929979061,410.782335931429,428.324735171882,408.01197697542,479.271611226348,386.814571077909,0.000130979078084237,"downregulated",5.99335467537026e-07,"downregulated",7.47133894324769e-25,"downregulated",0.982563563785002,"not significant",0.999136992888249,"not significant",0.898133574333269,"not significant",0.999546838479163,"not significant",0.540754311516352,"not significant",0.999537080780849,"not significant",0.983716683259126,"not significant"
"11784","ENSG00000166226.13","CCT2",37.5697411437858,6.94127200151523,145.130366122294,184.42915924375,203.988710462689,218.608843861471,134.356959041917,165.491008097532,145.321547834873,147.289567832986,192.277327578259,141.217437757988,204.747994820369,154.155665108803,169.182022698948,179.472504903448,192.768560856082,159.221214138098,237.656843816398,194.773228125016,184.973024151827,168.08703686519,165.627305971706,0.00013229796019912,"downregulated",0.939109889826813,"not significant",0.926278697325943,"not significant",0.969586091885982,"not significant",0.973265835306421,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.997308293158036,"not significant",0.999537080780849,"not significant",0.995163978837521,"not significant"
"5551","ENSG00000124596.17","OARD1",17.1530535323143,106.958691296076,12.8841885076021,23.0822423738966,34.3283254657166,19.3428857226107,21.9081332925492,11.8058610574628,9.71322930973832,7.00493315030616,11.1766142059379,21.9801246097144,9.92132221899731,10.4527993743143,12.1365976161637,20.964432538636,19.4583258364312,8.01109205297532,9.22437257313475,17.1184026052097,14.9772439175242,6.43095824132942,3.79478620738093,0.000137781326146598,"upregulated",0.0975486152213629,"not significant",0.364868321583926,"not significant",0.9783834833416,"not significant",0.757320359213584,"not significant",0.805150671009445,"not significant",0.999546838479163,"not significant",0.689091845629093,"not significant",0.99322359749774,"not significant",0.852228750954868,"not significant"
"2352","ENSG00000100600.15","LGMN",252.513353115111,138.502890216108,159.187809681021,156.30711043974,115.352494978543,118.349338433836,105.366719134705,142.761261964115,83.8693048348723,62.8393282837641,105.637701184376,95.4991473516867,51.7273398220957,60.9098996997683,84.8659483866319,41.8843309667279,42.0034421383358,92.6614895984081,118.819520319375,85.0920065771445,41.7850557310469,37.474078227821,79.9867576053898,0.000143049931644199,"upregulated",0.000654943701691757,"upregulated",0.0154635734801045,"upregulated",0.408494826065829,"not significant",0.833540229457466,"not significant",0.999863879244581,"not significant",0.30299774338409,"not significant",0.998288163329945,"not significant",0.426962783600921,"not significant",0.998529711206311,"not significant"
"37135","ENSG00000247400.7","DNAJC3-DT",0,85.8721184163566,0,5.45841332474529,0,2.85883904434705,1.47180790967611,8.30896274616158,6.62582526459077,1.29414353423795,6.50740911716712,1.80478753948887,4.88783727136469,4.57748865359372,0,0,3.68705238158496,3.60845123148272,6.05930420330324,6.13349085630804,1.19011080258682,0.792068755774586,0.679832313837837,0.000143049931644199,"upregulated",0.707929400441174,"not significant",0.35379689536793,"not significant",0.359335420168363,"not significant",0.531641900505506,"not significant",0.999863879244581,"not significant",0.487635978642786,"not significant",0.994680701572931,"not significant",0.480751479343513,"not significant",0.998529711206311,"not significant"
"1276","ENSG00000074800.16","ENO1",866.122171306117,1081.00048284042,1093.51316677109,1257.7580248204,1295.6150938468,903.962423922118,835.552191607859,596.122316878725,1831.79042463998,1528.6470707481,1444.16652577431,1786.79450299914,1764.62801051944,1783.66840761156,1864.83464966669,1722.03126141093,1825.14694487299,1584.10605240569,1554.77975915278,1688.14173555942,1717.02083385708,1636.85857635183,1498.80671517999,0.000148159244314648,"downregulated",0.0152758977961555,"downregulated",6.13170321353428e-22,"downregulated",0.998976206766536,"not significant",0.828132598538379,"not significant",0.995895430706204,"not significant",0.999546838479163,"not significant",0.795674211204427,"not significant",0.975337069030048,"not significant",0.998529711206311,"not significant"
"9174","ENSG00000149257.16","SERPINH1",10.4738011905785,16.1258991811517,76.4241867656048,63.8937728869539,83.844676507548,79.9206361774893,96.884035181483,124.265286823705,104.628585960415,54.535219175415,81.480826427335,105.878766366285,51.6055617065444,95.9749218866934,77.94969357092,102.896153970763,108.760692376801,99.8826571191453,110.980732520527,87.2411072619828,102.46594652244,94.0249990403251,68.249978910708,0.000156834233331985,"downregulated",0.729357732976101,"not significant",0.899441692088316,"not significant",0.949464440956007,"not significant",0.972135320303989,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.986194269601197,"not significant",0.999537080780849,"not significant",0.959702025484304,"not significant"
"5008","ENSG00000120129.6","DUSP1",75.9233517004078,163.652642420225,59.7440122834944,49.0403051091312,99.8286300072158,184.550155582942,153.781382724153,190.773867204903,208.718067387063,290.245385858997,222.866017996198,693.034530044001,621.302473386389,665.437774375747,104.520643951224,67.1647393743655,106.002481227469,140.484911692457,74.6014831051335,80.0340901022793,38.0173298805479,30.5734080325497,40.0403671360015,0.000159642573645614,"upregulated",0.0366609930004023,"upregulated",9.36375933018951e-16,"upregulated",1.11661868275925e-24,"upregulated",3.10673279188055e-61,"upregulated",0.000130818047847265,"upregulated",9.00749989466252e-06,"upregulated",0.00120990767151032,"upregulated",0.000167699141292223,"upregulated",0.998529711206311,"not significant"
"8038","ENSG00000140988.16","RPS2",3281.38066816304,3226.85704462247,2485.84035437093,2780.42566517323,2731.54003756086,2670.35168755052,2786.4102209927,2515.6801603021,2674.24850247018,2544.23164144869,2380.82782755518,2587.90033472524,2345.95538916522,2674.3529084844,2615.36653883493,2228.34769774618,2430.56468448519,2560.99764744941,2623.89454564752,2397.31676122927,2364.69484525302,2473.71418656017,2218.8854988554,0.000163963468063827,"upregulated",0.122528117887579,"not significant",0.578193273099448,"not significant",0.615049193088167,"not significant",0.795551580074195,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.994680701572931,"not significant",0.999537080780849,"not significant",0.998529711206311,"not significant"
"5048","ENSG00000120438.12","TCP1",124.60962655762,300.571509172828,72.7985538994556,80.4876756499641,48.189499581431,37.4714198751921,56.2663023820057,47.6469728776526,39.8044719557403,74.211455460082,50.8483548871858,55.1967254773097,50.7188669491343,71.2477804885997,87.0787272908609,66.7208845944546,63.4291752860556,85.7253566001921,54.6016672490487,58.5002542003207,75.6553388687899,64.4537743021132,73.5133471564377,0.000173308041330992,"upregulated",0.965910830613734,"not significant",0.212725135171715,"not significant",0.80877948879968,"not significant",0.858431926168822,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.999245589205102,"not significant",0.999537080780849,"not significant",0.998529711206311,"not significant"
"55289","ENSG00000280614.1",NA,220.778197143981,288.931387105325,300.079350971051,257.48078817079,268.947528920721,408.715384884157,281.981173906267,586.108650795817,532.135046174646,732.558149873566,649.527178771948,576.293624653401,912.804640127033,966.685757953921,573.930891387123,932.857219799984,762.5866926062,648.128468957013,880.929246384887,718.225751156207,852.969561156201,848.426636020242,799.2485793227,0.000175735044827799,"downregulated",3.08237443807323e-08,"downregulated",0.000251568819552802,"downregulated",0.644857760638211,"not significant",0.991541171522831,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.971897477164533,"not significant",0.919842868051886,"not significant",0.998694881714253,"not significant"
"10737","ENSG00000162517.13","PEF1",0,0,92.5773077577567,108.735381175471,124.507454897475,179.155389508865,284.642847053753,200.693368268393,75.1615628028364,190.129249679081,250.538972720466,172.272971693239,278.583843224881,179.52391490458,213.736462603369,223.383098489216,191.884577200266,151.627892070122,170.999521306191,204.002631152898,233.522155433085,195.917110734924,237.844221027667,0.000176590973655385,"downregulated",0.0296912951343011,"downregulated",0.944991177403662,"not significant",0.812808463355502,"not significant",0.973265835306421,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.994680701572931,"not significant",0.844980771640094,"not significant",0.998529711206311,"not significant"
"5731","ENSG00000125845.7","BMP2",0,79.6532990187981,0,4.12550317858981,6.66904611978845,6.48218568080721,8.89921352363071,6.59396470910476,14.1888813525352,3.42342642677163,6.24250948596813,13.6406979242233,18.4712910142122,20.4338221901264,6.02550403510527,3.34552298420305,0.836009225477571,5.36935252972338,6.48785207776661,2.98011280493677,2.96832769938284,2.6939275002466,1.92683079641345,0.000176590973655385,"upregulated",0.869223143186558,"not significant",0.363681468785876,"not significant",0.394822170086551,"not significant",0.011674921304085,"upregulated",0.999863879244581,"not significant",0.999546838479163,"not significant",0.986194269601197,"not significant",0.956585017031339,"not significant",0.998529711206311,"not significant"
"9609","ENSG00000153094.26","BCL2L11",37.439578261083,24.704369643188,5.16526972340762,5.75783809767752,9.30778287190947,4.22192749788008,7.76272439499775,6.83650986769613,20.5019148991981,21.2960999160095,17.7417749914731,15.9918386924221,9.62446375890133,13.9425528662114,6.39130431944119,4.85601344022039,5.833962016374,32.5446784827463,23.4362011831875,22.5986021343916,8.73754986786121,7.51966377037337,5.5935746300922,0.000176590973655385,"upregulated",0.897143768170675,"not significant",0.784879959109132,"not significant",0.00128353039077039,"upregulated",0.266506036620881,"not significant",0.999863879244581,"not significant",5.80347413677619e-06,"upregulated",0.968773951316715,"not significant",6.43559526274039e-06,"upregulated",0.998529711206311,"not significant"
"4973","ENSG00000119906.13","SLF2",46.7027417112038,30.0127221780211,6.97239698537492,7.43224468066828,6.36063363780493,4.35058807177219,16.5037952580485,11.5797909485577,3.18416737275981,7.25579737110212,6.01396196660534,8.67325256631084,6.00285668158871,4.12462488762851,6.2576837164771,9.3597036065286,9.03660695445519,8.77893403567539,14.7213471173947,7.57945705620055,10.8666807361392,5.20213230929015,5.39065648017284,0.000176590973655385,"upregulated",0.98866907451693,"not significant",0.670908478446553,"not significant",0.915934796047448,"not significant",0.95515094713371,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.994200376533897,"not significant",0.958064754002399,"not significant",0.885967681843081,"not significant"
"9169","ENSG00000149212.12","SESN3",3.31897253923409,36.7922010517137,6.05438685996127,2.85838146547462,5.7758644812494,5.23976147982771,6.93661212428999,6.20033914062,0.289142879120821,5.92985765802082,6.48774439394811,0.70882841016376,0.426598434120866,4.15742142611739,1.98303441944941,0.463593432189966,3.62021487383708,5.49170979281736,6.74272518782839,5.59214056709955,0.747863627963872,1.34803141089139,1.86902398956317,0.000177629769018797,"upregulated",0.147148999083544,"not significant",0.0749263943266737,"not significant",0.327336503069628,"not significant",0.946450689829963,"not significant",0.999863879244581,"not significant",0.211097676298021,"not significant",0.971897477164533,"not significant",0.179630262691254,"not significant",0.998529711206311,"not significant"
"5622","ENSG00000125266.8","EFNB2",33.9970430370194,81.6554840458528,13.1329180154708,1.46395483164173,0,11.1178027847078,9.47378736975101,10.6966874960796,21.9170302373583,12.842377442228,29.8043045491677,0,4.80672668067538,11.0492053446205,11.546168542945,16.1455809924322,15.4264204829365,23.0455507809658,22.2099007299767,24.498923676954,7.08600787495768,8.07249412875584,6.56395452087512,0.000192852236733961,"upregulated",0.786861166210144,"not significant",0.803503907547105,"not significant",0.148725089851058,"not significant",0.926259606565625,"not significant",0.92838173601318,"not significant",0.176487954347235,"not significant",0.440422148644856,"not significant",0.0020220954026509,"upregulated",0.790015868720776,"not significant"
"7031","ENSG00000135250.17","SRPK2",100.567395075244,34.5066956691231,6.78311882271146,6.80516059429398,2.00014961883672,5.18428612260836,14.6795613939924,0.565037585056233,9.0115708082539,8.80061398325266,5.7868763908917,8.18211068381924,16.2501521285777,17.3152124999217,18.2521285300276,7.62564130629429,15.0439223569441,9.81547580326839,5.72296098728044,19.9611250102808,11.8160080554497,8.43859241311499,7.62809816306014,0.000216383665857975,"upregulated",0.583593777808924,"not significant",0.784746887547711,"not significant",0.967131704659423,"not significant",0.846031850303418,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.960672338459928,"not significant",0.999537080780849,"not significant",0.878220600781225,"not significant"
"11636","ENSG00000165650.12","PDZD8",59.69518009695,3.24385333404144,2.63758201458355,2.64615284782636,7.94414263933133,4.15776048566043,7.13509303882651,8.97680679484499,4.58870825378934,6.45305566265796,3.74402709131914,4.2496725620519,2.25671100928392,3.20976159446996,8.94434117121744,3.18813951048382,3.37057276132112,4.8731066866025,4.05648587100907,10.8317435839416,4.05511306739979,3.07185970584594,3.95486403746896,0.000216383665857975,"upregulated",0.905009498130296,"not significant",0.600766319024619,"not significant",0.90953668117503,"not significant",0.968891332734688,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.971897477164533,"not significant",0.828171614494502,"not significant",0.973814739827944,"not significant"
"3063","ENSG00000105254.12","TBCB",0,87.1515262412467,266.097934075373,284.373226046406,464.391881144912,334.355596062271,250.378666200562,180.220083081269,354.58623919726,342.616283905153,293.785287698939,347.32085792017,341.261988072495,228.136494280669,339.901791015227,348.266287478566,315.182112998897,292.061527417043,202.936196608964,259.920235475021,247.504132203879,364.650644088714,337.193860141563,0.000220168292184675,"downregulated",0.890498357948647,"not significant",0.520701861786733,"not significant",0.975547133829818,"not significant",0.977554189508178,"not significant",0.999863879244581,"not significant",0.947707023068956,"not significant",0.995595501444432,"not significant",0.600572382846193,"not significant",0.907547307968176,"not significant"
"1031","ENSG00000068078.20","FGFR3",11.4225491011152,42.2079140540567,7.35413962861848,7.37803693458005,0,1.71744007761297,0.884184751717233,2.99495258088102,1.32681573185801,0.777453342915145,0,0,1.95757030329992,0.257804468873223,0,0.53183313807174,0.664496122044392,5.08070540195104,4.24679634159268,6.11919836880655,1.50140749816929,0.237916616551425,1.2252224526073,0.000231958456020657,"upregulated",0.148307906818065,"not significant",NA,"not significant",0.952164238199365,"not significant",0.957496714981248,"not significant",0.999863879244581,"not significant",0.360470425942225,"not significant",NA,"not significant",NA,"not significant",0.998529711206311,"not significant"
"6597","ENSG00000132510.11","KDM6B",17.3609845156913,50.4045631539853,1.06452015460586,9.61181385372484,7.76894685452937,2.51708940833156,7.77519554562503,9.75426355391365,4.32130726163775,4.05134150360923,1.17528293095885,5.29680233767033,2.23146432266042,4.36614666431122,5.61541423221947,2.77140446420325,0.865679189226812,4.89801668134926,8.8916107759149,2.57156416277223,4.33108557860346,0.929844991808985,2.7932996181101,0.000231958456020657,"upregulated",0.42369865704777,"not significant",0.438995128070839,"not significant",0.972011367410581,"not significant",0.924068159427057,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.997308293158036,"not significant",0.925640001515886,"not significant",0.998529711206311,"not significant"
"12000","ENSG00000167081.18","PBX3",64.4663954330574,114.143409882557,17.2938219675411,8.09667521169774,26.1772191494069,26.6553654564038,23.7032002089586,7.3950031299514,3.74413044231998,21.9388921822306,8.27373528690119,7.64888866519641,5.52405159931518,9.45745213873423,11.1498511475291,15.0077557469153,11.2508169730515,15.1974330011159,9.41599984265995,15.3181349294144,9.07887753672212,15.4416238695635,17.2872260000903,0.000231958456020657,"upregulated",0.847944620902595,"not significant",0.791846615939101,"not significant",0.961275615345408,"not significant",0.636253647519292,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.994680701572931,"not significant",0.999537080780849,"not significant",0.998529711206311,"not significant"
"5768","ENSG00000125970.12","RALY",94.3709212552768,106.551418312855,60.7584984445293,40.6372889511911,57.4803726135749,43.1587017960197,35.611707868253,25.7747154035377,45.6745767527534,28.6366381835416,39.4407843080797,36.2037557248615,47.1714609980113,45.2610408227101,49.1309255767641,17.575615652732,41.8607938322161,32.6012191392373,43.2312366965685,43.4887306514392,34.2596120166216,38.4934247927675,36.9051452709167,0.000239468566222492,"upregulated",0.268251899251791,"not significant",0.884200835252205,"not significant",0.984099100356122,"not significant",0.911958215285764,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.999245589205102,"not significant",0.999537080780849,"not significant",0.998529711206311,"not significant"
"15910","ENSG00000185262.9","UBALD2",288.171299342881,256.700859110581,271.672317674581,203.862364646255,250.746029488713,123.020753195804,146.983657908194,172.02826112303,68.1420394652411,93.5158575565872,76.8138212699004,118.692672892458,134.929982178363,189.544095320899,112.627625877999,70.440493329817,155.367247832428,126.895698119129,120.531801622294,101.910074730236,68.412185120046,106.110810981935,111.773702835584,0.000247377613034729,"upregulated",2.21401806925135e-05,"upregulated",0.286970400717026,"not significant",0.88481699047582,"not significant",0.288925848840665,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.976531453172664,"not significant",0.99322359749774,"not significant",0.860413310071653,"not significant"
"9021","ENSG00000147883.12","CDKN2B",59.7940950598282,39.4549163063994,1.83319152378931,4.59787121733554,4.45958912751196,16.3752900760331,21.3240633405849,5.03929395525504,3.72082379532616,10.0290699089833,6.0718024861232,9.1215305850173,7.13656477523449,13.013419744179,7.25265491348215,5.36916050357134,4.47231293408147,14.8178721934166,13.270475633383,10.1854249476241,9.1426610660294,3.46941786409748,9.27699243856706,0.000247377613034729,"upregulated",0.459686034695374,"not significant",0.403053142260753,"not significant",0.990258220109354,"not significant",0.912702450670422,"not significant",0.999863879244581,"not significant",0.947326509189861,"not significant",0.980099613164294,"not significant",0.883097526605201,"not significant",0.998529711206311,"not significant"
"2060","ENSG00000096384.20","HSP90AB1",302.020375449844,426.399078052811,657.945971516684,516.534110014302,626.744869489045,508.295985923464,447.940456884236,394.449325149055,685.091062620779,615.529117474301,547.504074423763,715.607949541776,730.249266951299,791.361096254715,761.591863833093,751.39099034737,588.752483542366,748.538621934748,689.165875732456,637.828726791621,714.890213948541,732.449457012889,567.995449644359,0.000247377613034729,"downregulated",0.662428499222864,"not significant",6.7677465793719e-05,"downregulated",0.895763893353083,"not significant",0.847798380124779,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.994680701572931,"not significant",0.999537080780849,"not significant",0.998529711206311,"not significant"
"2853","ENSG00000103769.10","RAB11A",6.88905598255221,12.7280119459833,69.4872548546768,62.2967716288273,57.5458868023936,79.239131856764,90.3877142333572,76.5413895391692,66.6179915023963,59.0801461236775,52.2331016845454,104.951751179042,48.7010137321978,56.674102895623,85.5716294397265,85.6413167651912,88.0679758991046,74.8283818233636,89.7364926181628,74.8229454931856,75.6751145266779,76.408393303422,68.9989118924192,0.00025981701692736,"downregulated",0.723929621813068,"not significant",0.914778082818836,"not significant",0.731847012304675,"not significant",0.955892731173439,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.922471781338746,"not significant",0.999537080780849,"not significant",0.580559186734974,"not significant"
"10989","ENSG00000163430.13","FSTL1",32.582723350236,49.25360980667,57.8473769729072,41.4538230388347,69.0737174752116,66.4702933230689,86.6695383001947,77.4701714602741,120.767309471158,113.404039423128,91.9394951948423,115.133986050885,106.602729581412,112.313351030483,107.491344943019,99.7115239469371,122.774728288073,99.1298531318606,110.205481500537,133.138865743143,124.64476960581,99.0219498959278,120.813601704372,0.00026643497388508,"downregulated",5.19378834972048e-06,"downregulated",0.0054421845003586,"downregulated",0.967637138240275,"not significant",0.965335446151934,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.980858535349042,"not significant",0.999537080780849,"not significant",0.998529711206311,"not significant"
"809","ENSG00000060138.13","YBX3",571.620401245173,471.186915566347,303.856004472397,373.007124199362,149.980147104849,250.896560690953,304.285932110911,233.462059677429,292.662156742767,320.527385203613,222.953484833106,270.454562779293,212.504343333883,300.105229058511,197.453832578664,267.783906517033,253.238061218264,264.268247544091,208.786420125915,241.179891406092,252.652326354654,251.676599843223,198.798846576207,0.00026643497388508,"upregulated",0.562622439599661,"not significant",0.897295948972081,"not significant",0.772330479599456,"not significant",0.9362184253846,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.999245589205102,"not significant",0.999537080780849,"not significant",0.974691854323003,"not significant"
"22042","ENSG00000212907.2","ND4L",3373.43386135515,1373.2967771348,883.487211949856,1255.67398513998,1194.02871185101,876.877486091687,816.575877267743,753.326372238103,2151.85387784972,1879.65706199882,1395.3833493474,1188.55488630308,1102.36913544415,1455.64909805266,1197.47763146149,1293.80497952725,1307.20035106282,1840.26228874062,1557.89403457387,1378.36488509481,1053.23844323235,1214.73655669556,694.560869472146,0.00026643497388508,"upregulated",0.744503342178359,"not significant",0.509850496959681,"not significant",0.00382950824239581,"upregulated",0.706074832496848,"not significant",0.955518071858229,"not significant",0.138349398375149,"not significant",0.820324843989512,"not significant",0.0900365229791746,"not significant",0.998529711206311,"not significant"
"4955","ENSG00000119760.16","SUPT7L",51.149165653588,20.6722370225849,6.86066406116934,11.7010282877313,8.90126825852788,11.1753230953864,7.05250525795541,14.4588778118776,0.557002839240091,6.85394202724327,7.95323827154466,8.64805354561429,6.5743701451187,9.09110186546161,6.23280088420457,7.14450540903602,11.1583309650527,4.77769947737685,4.07502402829246,8.94959516580457,5.04237759174323,6.99148792237902,3.85765164153935,0.000287232697400587,"upregulated",0.475253474353006,"not significant",0.382839841517974,"not significant",0.99464029564466,"not significant",0.815845300968805,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.971038988419441,"not significant",0.999537080780849,"not significant",0.998529711206311,"not significant"
"6821","ENSG00000134057.15","CCNB1",33.4776204967791,7.7315301741865,122.138079325744,174.792527169269,142.736157742466,200.083038711757,96.2057504369706,161.290521691902,141.450720038544,132.442951196954,200.286689269542,115.587939667646,166.740802201976,146.205247039448,167.388145732245,224.455077769144,156.289225905384,146.97136056183,142.692117871918,168.785545366019,164.071291259493,190.361435177055,189.196930871688,0.000287232697400587,"downregulated",0.629327295465204,"not significant",0.605773197835788,"not significant",0.917178947606252,"not significant",0.711976637106348,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.999245589205102,"not significant",0.841861684188487,"not significant",0.998529711206311,"not significant"
"8449","ENSG00000143761.17","ARF1",109.912770207063,261.091951013999,374.042262756857,601.764623375395,245.926856740465,467.448600320069,437.55495064176,456.982963381402,321.459909514651,426.416804392423,448.304691866468,393.467602814675,439.969129563672,470.980040231471,545.613847524624,494.572854325373,476.815136894434,444.60846609998,384.668703697066,519.759067807081,498.870679241126,528.83705149573,402.952610314957,0.000289763217885185,"downregulated",0.678975305481827,"not significant",0.815350336622816,"not significant",0.797733910412617,"not significant",0.91565788946734,"not significant",0.999863879244581,"not significant",0.999546838479163,"not significant",0.989417430265349,"not significant",0.968736933425302,"not significant",0.998529711206311,"not significant"
"231","ENSG00000008988.11","RPS20",847.408023818421,918.429836459818,905.010279588713,695.329650664129,764.061083962659,660.637450994409,771.648356913207,775.469126703443,519.67905291685,460.508984431325,485.359293532517,454.11196541406,483.708314708521,505.102266032681,480.924006441996,479.987243550876,475.116032755104,639.642643339758,573.058860365327,502.280741498469,510.067274126866,623.322838577577,522.293796747109,0.000305369098959082,"upregulated",0.000691889967227351,"upregulated",0.0730349529238108,"not significant",0.756053482697932,"not significant",0.559613070252943,"not significant",0.905559106047431,"not significant",0.999546838479163,"not significant",0.663570650408757,"not significant",0.999537080780849,"not significant",0.998529711206311,"not significant"
"6348","ENSG00000130821.17","SLC6A8",100.284584627901,73.3410973782145,8.07073394282441,10.7959464331453,20.360775032302,15.0783124924288,16.9809596140576,21.3640933365504,34.2183948956787,12.3715324031305,42.5723395442713,10.7088205529613,9.13035066413631,26.3120417320953,17.6076229195131,11.673109231299,16.7726407970752,33.9007067528607,28.9623508939959,34.0105496079321,25.8925238541146,17.7547616800482,13.4460928607986,0.000305369098959082,"upregulated",0.583696187552162,"not significant",0.901798482691298,"not significant",0.646053557573362,"not significant",0.924483675816843,"not significant",0.999863879244581,"not significant",0.854118589045082,"not significant",0.971897477164533,"not significant",0.712827112064524,"not significant",0.998529711206311,"not significant"
"5999","ENSG00000128272.19","ATF4",305.096170052976,263.853244583591,112.842188338206,194.272010585438,128.782569208243,167.630948859827,205.011889526607,158.288281281579,191.14565935219,161.045180425186,161.496948388552,312.393361234397,307.045201395269,365.68814936439,215.563788852229,156.862313713071,180.13026757896,222.788155009284,247.205662535894,253.410691252744,160.897885234131,132.23289136128,131.599007925687,0.000328036622237095,"upregulated",0.897018963485579,"not significant",0.516247886093405,"not significant",0.577201775244253,"not significant",9.34635410299764e-12,"upregulated",0.599218429298432,"not significant",0.00070447451621283,"upregulated",0.483275615886967,"not significant",0.000471127651870348,"upregulated",0.096581098712135,"not significant"
